m,k,n,dataflow,loops
2048,512,128,os,nkm
2048,512,128,os,nmk
2048,512,128,os,kmn
2048,512,128,os,knm
2048,512,128,os,mnk
2048,512,128,os,mkn
2048,512,256,ws,nkm
2048,512,256,ws,nmk
2048,512,256,ws,kmn
2048,512,256,ws,knm
2048,512,256,ws,mnk
2048,512,256,ws,mkn
2048,512,256,os,nkm
2048,512,256,os,nmk
2048,512,256,os,kmn
2048,512,256,os,knm
2048,512,256,os,mnk
2048,512,256,os,mkn
2048,512,512,ws,nkm
2048,512,512,ws,nmk
2048,512,512,ws,kmn
2048,512,512,ws,knm
2048,512,512,ws,mnk
2048,512,512,ws,mkn
2048,512,512,os,nkm
2048,512,512,os,nmk
2048,512,512,os,kmn
2048,512,512,os,knm
2048,512,512,os,mnk
2048,512,512,os,mkn
